,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Type
5354,Renault Fluence,Pune,2013,57000,Diesel,Manual,First,21.8,1461,78,5.0,4,Renault
5355,Volkswagen Polo,Delhi,2016,29754,Petrol,Manual,First,16.2,1199,74,5.0,5,Volkswagen
5356,Tata Indigo,Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405,70,5.0,1,Tata
5357,Hyundai i10,Kochi,2012,57184,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
5358,BMW 7,Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993,258,5.0,9,BMW
5359,Hyundai Creta,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5.0,12,Hyundai
5360,Hyundai Grand,Delhi,2016,22129,Petrol,Manual,First,18.9,1197,82,5.0,4,Hyundai
5361,Maruti Ritz,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248,73.9,5.0,2,Maruti
5362,Mahindra Scorpio,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179,120,8.0,3,Mahindra
5363,Hyundai i10,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5.0,3,Hyundai
5364,Tata Safari,Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179,138.1,7.0,8,Tata
5365,Honda Civic,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799,130,5.0,2,Honda
5366,Maruti Zen,Hyderabad,2012,59293,Petrol,Manual,First,18.2,998,67.1,5.0,2,Maruti
5367,Maruti Swift,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248,74,5.0,4,Maruti
5368,Toyota Fortuner,Delhi,2015,40000,Diesel,Manual,Second,13.0,2982,168.5,7.0,18,Toyota
5369,Maruti Swift,Pune,2014,103000,Diesel,Manual,Second,28.4,1248,74,5.0,5,Maruti
5370,Maruti Wagon,Hyderabad,2012,72389,LPG,Manual,First,26.2,998,58.2,5.0,3,Maruti
5371,Maruti Dzire,Pune,2017,48000,Diesel,Manual,First,28.4,1248,73.75,5.0,6,Maruti
5372,Hyundai Grand,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
5373,Renault KWID,Jaipur,2016,26000,Petrol,Manual,First,25.17,799,53.3,5.0,2,Renault
5374,Tata Indigo,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193,64.08,5.0,2,Tata
5375,Ford Figo,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399,68.05,5.0,5,Ford
5376,Porsche Cayenne,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967,240,5.0,48,Porsche
5377,Maruti Alto,Jaipur,2016,35000,Petrol,Manual,First,24.07,998,67.1,5.0,3,Maruti
5378,Volkswagen Vento,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498,103.2,5.0,7,Volkswagen
5379,Mahindra Scorpio,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179,120,8.0,2,Mahindra
5380,BMW X3,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995,190,5.0,61,BMW
5381,Honda City,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497,118,5.0,3,Honda
5382,Mini Cooper,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4.0,28,Mini
5383,Mitsubishi Pajero,Pune,2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6.0,15,Mitsubishi
5384,Maruti Swift,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248,73.9,5.0,4,Maruti
5385,Bentley Continental,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998,552,4.0,59,Bentley
5386,Maruti Ertiga,Pune,2013,43486,Diesel,Manual,First,20.77,1248,88.76,7.0,6,Maruti
5387,Toyota Innova,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494,102,7.0,5,Toyota
5388,Mercedes-Benz New,Chennai,2010,34000,Petrol,Manual,First,11.7,1796,178,5.0,10,Mercedes-Benz
5389,Mercedes-Benz New,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5.0,35,Mercedes-Benz
5390,Ford Ecosport,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498,89.84,5.0,8,Ford
5391,Toyota Etios,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197,78.9,5.0,4,Toyota
5392,Hyundai i10,Delhi,2012,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
5393,Land Rover,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5.0,20,Land
5394,Toyota Innova,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494,102,8.0,7,Toyota
5395,Hyundai i20,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197,80,5.0,3,Hyundai
5396,Nissan Micra,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5.0,4,Nissan
5397,BMW X6,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5.0,85,BMW
5398,Honda City,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497,118,5.0,5,Honda
5399,Honda Amaze,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5.0,3,Honda
5400,Toyota Fortuner,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982,171,7.0,17,Toyota
5401,Land Rover,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5.0,35,Land
5402,Hyundai Creta,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582,126.2,5.0,13,Hyundai
5403,Chevrolet Beat,Chennai,2012,81000,Diesel,Manual,First,25.44,936,56.3,5.0,2,Chevrolet
5404,Toyota Innova,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7.0,18,Toyota
5405,Maruti Swift,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,74,5.0,5,Maruti
5406,Hyundai Creta,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5.0,11,Hyundai
5407,Land Rover,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993,255,5.0,64,Land
5408,Honda Amaze,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498,98.6,5.0,6,Honda
5409,Hyundai Creta,Kochi,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5.0,11,Hyundai
5410,Volkswagen Vento,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5.0,5,Volkswagen
5411,Honda City,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498,98.6,5.0,11,Honda
5412,Hyundai Creta,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5.0,12,Hyundai
5413,Ford Figo,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399,68,5.0,3,Ford
5414,BMW 5,Pune,2014,88000,Diesel,Automatic,First,14.69,2993,258,5.0,27,BMW
5415,Mitsubishi Pajero,Pune,2012,116000,Diesel,Manual,First,10.5,2835,107.2,6.0,9,Mitsubishi
5416,Renault Duster,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461,83.8,5.0,4,Renault
5417,Maruti Ritz,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197,85.80,5.0,2,Maruti
5418,Hyundai Grand,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
5419,Mercedes-Benz GLA,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143,136,5.0,34,Mercedes-Benz
5420,BMW 5,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995,190,5.0,30,BMW
5421,Hyundai Creta,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591,121.3,5.0,12,Hyundai
5422,Renault KWID,Kochi,2019,6568,Petrol,Manual,First,25.17,799,53.3,5.0,5,Renault
5423,Audi A4,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5.0,24,Audi
5424,Maruti Ciaz,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5.0,7,Maruti
5425,Honda Jazz,Delhi,2011,69768,Petrol,Manual,First,16.0,1198,90,5.0,2,Honda
5426,BMW 3,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995,190,5.0,21,BMW
5427,Hyundai Verna,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5.0,6,Hyundai
5428,Hyundai Creta,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396,88.7,5.0,12,Hyundai
5429,Volkswagen Vento,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5.0,4,Volkswagen
5430,BMW 3,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995,190,5.0,35,BMW
5431,Honda CR-V,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997,152,5.0,3,Honda
5432,Renault Duster,Chennai,2012,80000,Diesel,Manual,First,19.72,1461,108.45,5.0,6,Renault
5433,Hyundai i20,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5.0,5,Hyundai
5434,Volkswagen Jetta,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5.0,7,Volkswagen
5435,Hyundai Creta,Kochi,2018,35480,Diesel,Manual,First,19.67,1582,126.2,5.0,13,Hyundai
5436,Maruti Ciaz,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248,88.5,5.0,7,Maruti
5437,Hyundai i20,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396,88.73,5.0,6,Hyundai
5438,Hyundai Verna,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591,121.3,5.0,5,Hyundai
5439,Volkswagen Polo,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199,73.9,5.0,2,Volkswagen
5440,Volkswagen Polo,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199,73.9,5.0,2,Volkswagen
5441,Maruti SX4,Pune,2007,68553,Petrol,Manual,Second,15.0,1586,104.68,5.0,1,Maruti
5442,Honda Mobilio,Kochi,2016,67376,Diesel,Manual,First,24.5,1498,98.6,7.0,6,Honda
5443,Renault Duster,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461,108.45,5.0,8,Renault
5444,Toyota Fortuner,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7.0,30,Toyota
5445,Volvo XC60,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984,181,5.0,17,Volvo
5446,Maruti Celerio,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5.0,4,Maruti
5447,Maruti Ciaz,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5.0,7,Maruti
5448,Audi Q5,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5.0,25,Audi
5449,BMW X1,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995,184,5.0,13,BMW
5450,Ford Figo,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196,70,5.0,3,Ford
5451,Hyundai Elantra,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582,126.2,5.0,15,Hyundai
5452,Hyundai Verna,Pune,2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5.0,1,Hyundai
5453,Honda Civic,Pune,2006,125000,Petrol,Manual,Second,13.5,1799,130,5.0,2,Honda
5454,Toyota Fortuner,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7.0,15,Toyota
5455,Hyundai i10,Chennai,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
5456,Nissan Sunny,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461,84.8,5.0,5,Nissan
5457,BMW 5,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5.0,24,BMW
5458,Chevrolet Optra,Pune,2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5.0,2,Chevrolet
5459,Hyundai i10,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
5460,Skoda Laura,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896,106,5.0,4,Skoda
5461,Mercedes-Benz E-Class,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148,170,5.0,27,Mercedes-Benz
5462,Honda Amaze,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498,98.6,5.0,3,Honda
5463,BMW X1,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995,190,5.0,28,BMW
5464,Toyota Innova,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494,100.6,8.0,14,Toyota
5465,Porsche Panamera,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4.0,72,Porsche
5466,Nissan Sunny,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5.0,4,Nissan
5467,Maruti Swift,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248,74,5.0,4,Maruti
5468,Maruti Wagon,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197,81.80,5.0,6,Maruti
5469,Volkswagen Jetta,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968,138.03,5.0,11,Volkswagen
5470,Honda Accord,Pune,2009,79000,Petrol,Manual,Third,9.8,2354,180,5.0,3,Honda
5471,Honda City,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497,117.3,5.0,10,Honda
5472,Hyundai Verna,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591,121.3,5.0,11,Hyundai
5473,Maruti Wagon,Delhi,2006,86000,Petrol,Manual,Second,18.9,998,67.1,5.0,1,Maruti
5474,Maruti Swift,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248,74,5.0,2,Maruti
5475,Audi Q5,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984,208,5.0,18,Audi
5476,Toyota Etios,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364,67.04,5.0,6,Toyota
5477,Hyundai i10,Kochi,2012,65727,Petrol,Manual,First,19.81,1086,68.05,5.0,2,Hyundai
5478,Hyundai Verna,Pune,2013,70000,Petrol,Manual,First,17.01,1591,121.3,5.0,4,Hyundai
5479,Volkswagen Polo,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498,88.8,5.0,7,Volkswagen
5480,BMW 5,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995,187.74,5.0,42,BMW
5481,Hyundai i20,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396,90,5.0,3,Hyundai
5482,Hyundai Grand,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197,82,5.0,5,Hyundai
5483,Toyota Fortuner,Pune,2012,125000,Diesel,Automatic,First,11.5,2982,169,7.0,13,Toyota
5484,Maruti Baleno,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197,83.1,5.0,7,Maruti
5485,Hyundai Creta,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591,121.3,5.0,10,Hyundai
5486,Hyundai i10,Pune,2013,54500,Petrol,Manual,Third,20.36,1197,78.9,5.0,2,Hyundai
5487,Tata Tigor,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047,69,5.0,5,Tata
5488,Skoda Superb,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798,177.46,5.0,17,Skoda
5489,Maruti Swift,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248,74,5.0,6,Maruti
5490,Honda CR-V,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997,141.1,5.0,10,Honda
5491,Toyota Innova,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494,102,8.0,8,Toyota
5492,Honda City,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497,118,5.0,2,Honda
5493,Hyundai Verna,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591,121.3,5.0,4,Hyundai
5494,Toyota Etios,Pune,2018,3000,Diesel,Manual,First,23.59,1364,67.04,5.0,7,Toyota
5495,Skoda Superb,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,4,Skoda
5496,Nissan Sunny,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461,84.8,5.0,4,Nissan
5497,Honda City,Delhi,2012,42000,Petrol,Manual,First,17.0,1497,118,5.0,4,Honda
5498,Hyundai Elite,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396,88.76,5.0,7,Hyundai
5499,Chevrolet Optra,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599,104,5.0,3,Chevrolet
5500,Honda Amaze,Kochi,2016,39854,Petrol,Manual,First,18.0,1198,86.7,5.0,5,Honda
5501,Volkswagen Polo,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198,73.9,5.0,2,Volkswagen
5502,Maruti Swift,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248,74,5.0,5,Maruti
5503,Ford Endeavour,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953,153.86,7.0,8,Ford
5504,Maruti Baleno,Pune,2006,155000,Petrol,Manual,Third,15.4,1590,94,5.0,0,Maruti
5505,Maruti Wagon,Pune,2003,125000,Petrol,Manual,Second,18.9,998,67.1,5.0,0,Maruti
5506,Volkswagen Polo,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498,88,5.0,5,Volkswagen
5507,Hyundai Verna,Kolkata,2013,49000,Petrol,Manual,First,17.1,1591,121.3,5.0,4,Hyundai
5508,Maruti Ciaz,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248,88.5,5.0,6,Maruti
5509,Nissan Sunny,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461,84.8,5.0,4,Nissan
5510,Skoda Rapid,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598,103.52,5.0,5,Skoda
5511,Maruti Eeco,Delhi,2016,126000,Petrol,Manual,First,15.1,1196,73,7.0,2,Maruti
5512,Skoda Rapid,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598,103.5,5.0,4,Skoda
5513,Toyota Fortuner,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982,168.5,7.0,16,Toyota
5514,Hyundai Creta,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582,126.2,5.0,12,Hyundai
5515,Hyundai i20,Kochi,2014,42315,Petrol,Manual,First,18.5,1197,82.9,5.0,4,Hyundai
5516,Maruti Wagon,Mumbai,2015,22001,CNG,Manual,First,26.6,998,58.16,5.0,3,Maruti
5517,Honda City,Kochi,2016,84580,Diesel,Manual,First,26.0,1498,98.6,5.0,6,Honda
5518,Maruti 800,Jaipur,2002,75000,Petrol,Manual,First,16.1,796,37,4.0,0,Maruti
5519,Ford Ikon,Pune,2006,85000,Petrol,Manual,Second,13.8,1299,70,5.0,0,Ford
5520,Maruti Swift,Delhi,2015,24296,Petrol,Manual,First,20.85,1197,83.14,5.0,4,Maruti
5521,Honda City,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497,116.3,5.0,6,Honda
5522,Hyundai Verna,Chennai,2009,64514,Diesel,Manual,First,16.8,1493,110,5.0,2,Hyundai
5523,Hyundai Verna,Delhi,2016,35000,Petrol,Manual,First,17.01,1591,121.3,5.0,7,Hyundai
5524,Renault KWID,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799,53.3,5.0,3,Renault
5525,Maruti Wagon,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998,67.1,5.0,1,Maruti
5526,Hyundai Grand,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197,82,5.0,4,Hyundai
5527,Hyundai i20,Delhi,2017,9000,Petrol,Manual,First,18.6,1197,81.83,5.0,6,Hyundai
5528,Honda Amaze,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198,86.7,5.0,5,Honda
5529,Ford Fiesta,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399,68,5.0,1,Ford
5530,Hyundai Verna,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582,126.32,5.0,8,Hyundai
5531,Toyota Etios,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364,67.04,5.0,6,Toyota
5532,Honda Jazz,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199,88.7,5.0,9,Honda
5533,Hyundai Verna,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582,126.2,5.0,6,Hyundai
5534,Mercedes-Benz CLA,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143,136,5.0,36,Mercedes-Benz
5535,Skoda Octavia,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798,177.5,5.0,17,Skoda
5536,Chevrolet Beat,Kolkata,2013,26300,Diesel,Manual,First,25.44,936,57.6,5.0,2,Chevrolet
5537,Volkswagen Polo,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199,73.9,5.0,2,Volkswagen
5538,Maruti SX4,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248,88.5,5.0,8,Maruti
5539,Honda City,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497,116.3,5.0,4,Honda
5540,Volkswagen Vento,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498,108.5,5.0,10,Volkswagen
5541,Hyundai Grand,Delhi,2017,46000,Petrol,Manual,First,18.9,1197,81.86,5.0,4,Hyundai
5542,Renault KWID,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999,67,5.0,3,Renault
5543,Maruti Alto,Kochi,2017,27718,Petrol,Manual,First,22.74,796,47.3,5.0,3,Maruti
5544,Ford Ecosport,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499,110,5.0,7,Ford
5545,Maruti Baleno,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197,83.1,5.0,7,Maruti
5546,Maruti Ritz,Pune,2013,77000,Diesel,Manual,First,23.2,1248,73.94,5.0,3,Maruti
5547,Mercedes-Benz E-Class,Chennai,2007,70000,Diesel,Automatic,First,11.0,2987,198.5,5.0,11,Mercedes-Benz
5548,Maruti Ritz,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248,73.94,5.0,3,Maruti
5549,Chevrolet Beat,Chennai,2012,75300,Diesel,Manual,Second,25.44,936,57.6,5.0,2,Chevrolet
5550,Maruti SX4,Kochi,2010,69918,Petrol,Manual,First,15.5,1586,103.3,5.0,2,Maruti
5551,Maruti Omni,Coimbatore,2019,4721,Petrol,Manual,First,14.0,796,35,5.0,4,Maruti
5552,Mitsubishi Pajero,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477,178,7.0,14,Mitsubishi
5553,Mercedes-Benz S,Pune,2013,80000,Petrol,Automatic,First,13.0,2987,210,5.0,25,Mercedes-Benz
5554,Chevrolet Beat,Bangalore,2015,66000,Diesel,Manual,First,25.44,936,56.3,5.0,2,Chevrolet
5555,Ford Figo,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498,99,5.0,6,Ford
5556,Honda City,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497,117.3,5.0,5,Honda
5557,Mercedes-Benz GLA,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143,136,5.0,17,Mercedes-Benz
5558,Hyundai Creta,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396,88.7,5.0,10,Hyundai
5559,Ford Fiesta,Kochi,2012,79985,Diesel,Manual,First,17.8,1399,67,5.0,3,Ford
5560,Audi A4,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968,147.51,5.0,22,Audi
5561,Hyundai i10,Kochi,2015,31965,Petrol,Manual,First,19.81,1086,68.05,5.0,3,Hyundai
5562,BMW 3,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995,154,5.0,9,BMW
5563,BMW 7,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993,258,5.0,45,BMW
5564,Hyundai Verna,Kochi,2017,41534,Petrol,Manual,First,17.01,1591,121.3,5.0,7,Hyundai
5565,Volkswagen Ameo,Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498,108.495,5.0,6,Volkswagen
5566,Chevrolet Aveo,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399,92.7,5.0,0,Chevrolet
5567,Chevrolet Cruze,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991,147.9,5.0,9,Chevrolet
5568,Hyundai i20,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396,88.73,5.0,6,Hyundai
5569,Honda BRV,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497,117.3,7.0,9,Honda
5570,Hyundai Xcent,Kochi,2017,15029,Petrol,Manual,First,19.1,1197,82,5.0,6,Hyundai
5571,Maruti Alto,Mumbai,2013,26200,CNG,Manual,First,30.46,796,47.3,5.0,2,Maruti
5572,Hyundai Grand,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120,70,5.0,5,Hyundai
5573,Maruti Alto,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796,46.3,5.0,1,Maruti
5574,Toyota Innova,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494,100.6,7.0,11,Toyota
5575,Hyundai i10,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197,78.9,5.0,2,Hyundai
5576,Honda City,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497,117.3,5.0,11,Honda
5577,Maruti Zen,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5.0,0,Maruti
5578,Maruti Wagon,Kolkata,2015,36428,Petrol,Manual,First,20.51,998,67.04,5.0,3,Maruti
5579,Ford Figo,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399,68,5.0,2,Ford
5580,Honda Amaze,Kochi,2015,47234,Petrol,Manual,First,18.0,1198,86.7,5.0,5,Honda
5581,Hyundai Accent,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495,94,5.0,2,Hyundai
5582,Hyundai Verna,Pune,2012,89000,Diesel,Manual,First,22.32,1582,126.32,5.0,6,Hyundai
5583,Maruti Swift,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248,74,5.0,4,Maruti
5584,Mercedes-Benz B,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11,Mercedes-Benz
5585,Chevrolet Cruze,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998,163.7,5.0,5,Chevrolet
5586,Skoda Laura,Chennai,2013,120000,Diesel,Automatic,First,20.0,1968,138.1,5.0,6,Skoda
5587,Mahindra Scorpio,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179,120,8.0,7,Mahindra
5588,BMW X1,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995,190,5.0,29,BMW
5589,Mercedes-Benz E-Class,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498,272,5.0,10,Mercedes-Benz
5590,Skoda Superb,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798,157.75,5.0,5,Skoda
5591,Honda Brio,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198,86.8,5.0,3,Honda
5592,Hyundai i10,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
5593,Honda City,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497,117.3,5.0,5,Honda
5594,Ford Figo,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196,70,5.0,3,Ford
5595,Toyota Innova,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494,102,7.0,6,Toyota
5596,Mahindra Verito,Kochi,2012,118683,Diesel,Manual,Second,21.0,1461,64.1,5.0,3,Mahindra
5597,Mahindra KUV,Delhi,2018,42000,Petrol,Manual,First,18.15,1198,82,6.0,5,Mahindra
5598,Hyundai i20,Kochi,2019,12800,Petrol,Manual,First,18.6,1197,81.83,5.0,7,Hyundai
5599,Tata New,Jaipur,2011,80000,Petrol,Manual,First,12.0,2092,127,7.0,5,Tata
5600,Maruti Swift,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248,73.9,5.0,6,Maruti
